groupId,referredId,referredToId,referredJob,referredToJob,is_good,amount,client_name
5a36cc6cdada7744b84a1a61,nurit.d,moshe.p,private teacher,lawyer,FALSE,1014.22,Itay Gabay
5a36cc6cdada7744b84a1a61,Yossi,efrat.a,lady,lawyer,TRUE,2500.6,Itay Gabay
5a3ea99b734d1d12b6753ea7,amit,nurit.d,sushi chef,Proggrammer,TRUE,4334.14,kobi kobi
5a36cc6cdada7744b84a1a61,nurit.d,orit.d,lawyer,sushi chef,TRUE,3780.72,kobi kobi
5a36cc6cdada7744b84a1a61,adi,amit,lawyer,lady,FALSE,6038.38,Itay Gabay
5a36cc6cdada7744b84a1a61,adi,yfat.k,sushi chef,Engineer,TRUE,4560.83,kobi kobi
5a3ea99b734d1d12b6753ea7,matan,Yossi,lady,Proggrammer,TRUE,108.66,Moshe Moshe
5a36cc6cdada7744b84a1a61,yael.d,gal,lawyer,king,FALSE,8298.79,Itay Gabay
5a3ea99b734d1d12b6753ea7,gal,amit,lawyer,Engineer,TRUE,1243.51,kobi kobi
5a36cc6cdada7744b84a1a61,moti.m,orit.d,Engineer,private teacher,FALSE,5641.74,kobi kobi
5a3ea99b734d1d12b6753ea7,david.ro,moti.m,king,lady,TRUE,5693.68,Gal the queen
5a36cc6cdada7744b84a1a61,yfat.k,efrat.a,private teacher,lawyer,TRUE,7557.87,Itay Gabay
5a3ea99b734d1d12b6753ea7,mirit.r,Yossi,lady,Proggrammer,TRUE,8382.08,kobi kobi
5a36cc6cdada7744b84a1a61,matan,Yossi,private teacher,Engineer,TRUE,5812.14,Moshe Moshe
5a36cc6cdada7744b84a1a61,gal,david.ro,lady,sushi chef,TRUE,3422.95,Itay Gabay
5a36cc6cdada7744b84a1a61,nurit.d,gal,king,lady,TRUE,7568.6,Itay Perel
5a36cc6cdada7744b84a1a61,nurit.d,moshe.p,lady,private teacher,TRUE,998.73,Gal the queen
5a36cc6cdada7744b84a1a61,adi,nurit.d,Engineer,lady,FALSE,1602.52,kobi kobi
5a36cc6cdada7744b84a1a61,matan,david.ro,Proggrammer,lady,TRUE,8557.31,kobi kobi
5a36cc6cdada7744b84a1a61,gal,matan,lady,sushi chef,TRUE,901.87,kobi kobi
5a36cc6cdada7744b84a1a61,moshe.p,moti.m,lawyer,Proggrammer,TRUE,4391.57,bibi
5a3ea99b734d1d12b6753ea7,mirit.r,Yossi,king,Proggrammer,TRUE,2713.71,kobi kobi
5a36cc6cdada7744b84a1a61,Yossi,adi,lady,Engineer,TRUE,8115.3,kobi kobi
5a36cc6cdada7744b84a1a61,gal,efrat.a,lawyer,Proggrammer,FALSE,8481.31,bibi
5a36cc6cdada7744b84a1a61,Yossi,david.ro,king,Engineer,TRUE,779.52,Moshe Moshe
5a3ea99b734d1d12b6753ea7,amit,yael.d,Proggrammer,lady,TRUE,987.01,Moshe Moshe
5a3ea99b734d1d12b6753ea7,mirit.r,yfat.k,king,sushi chef,TRUE,7858.32,Gal the queen
5a3ea99b734d1d12b6753ea7,david.ro,matan,lady,king,TRUE,978.88,bibi
5a3ea99b734d1d12b6753ea7,orit.d,amit,lawyer,lady,FALSE,5592.89,Moshe Moshe
5a3ea99b734d1d12b6753ea7,david.ro,yfat.k,Proggrammer,chinese medicine,FALSE,2726.78,Itay Gabay
5a36cc6cdada7744b84a1a61,mirit.r,adi,lawyer,Engineer,TRUE,5244.63,Itay Gabay
5a3ea99b734d1d12b6753ea7,mirit.r,david.ro,Proggrammer,lady,FALSE,526.64,kobi kobi
5a36cc6cdada7744b84a1a61,orit.d,david.ro,Proggrammer,king,TRUE,2661.2,Gal the queen
5a36cc6cdada7744b84a1a61,adi,orit.d,lady,king,TRUE,4336.7,Itay Gabay
5a36cc6cdada7744b84a1a61,nurit.d,efrat.a,sushi chef,private teacher,TRUE,9562.22,Moshe Moshe
5a3ea99b734d1d12b6753ea7,adi,yfat.k,Engineer,king,TRUE,4905.55,kobi kobi
5a36cc6cdada7744b84a1a61,nurit.d,amit,lawyer,chinese medicine,TRUE,7484.63,Gal the queen
5a3ea99b734d1d12b6753ea7,yfat.k,efrat.a,private teacher,lawyer,TRUE,1288.02,bibi
5a36cc6cdada7744b84a1a61,Yossi,gal,king,lady,TRUE,6441.33,Itay Gabay
5a36cc6cdada7744b84a1a61,adi,matan,lady,chinese medicine,TRUE,8876.22,Itay Perel
5a36cc6cdada7744b84a1a61,Yossi,mirit.r,lawyer,sushi chef,TRUE,9172.26,kobi kobi
5a3ea99b734d1d12b6753ea7,david.ro,moti.m,king,sushi chef,TRUE,1761.33,Itay Gabay
5a3ea99b734d1d12b6753ea7,adi,moti.m,sushi chef,Engineer,TRUE,636.8,Moshe Moshe
5a3ea99b734d1d12b6753ea7,yael.d,efrat.a,private teacher,lawyer,FALSE,2237.37,bibi
5a3ea99b734d1d12b6753ea7,amit,efrat.a,Proggrammer,sushi chef,TRUE,5449.77,Gal the queen
5a3ea99b734d1d12b6753ea7,nurit.d,mirit.r,king,Proggrammer,TRUE,2305.98,bibi
5a36cc6cdada7744b84a1a61,moshe.p,nurit.d,Proggrammer,lawyer,TRUE,1079.86,Gal the queen
5a36cc6cdada7744b84a1a61,nurit.d,gal,king,chinese medicine,FALSE,4897.79,kobi kobi
5a36cc6cdada7744b84a1a61,yael.d,david.ro,lawyer,Proggrammer,FALSE,5715.1,Itay Perel
5a3ea99b734d1d12b6753ea7,mirit.r,moti.m,private teacher,sushi chef,TRUE,3912.49,Itay Perel
5a3ea99b734d1d12b6753ea7,moshe.p,adi,lady,lawyer,TRUE,3464.95,Itay Perel
5a3ea99b734d1d12b6753ea7,gal,yael.d,Engineer,Proggrammer,TRUE,548.56,Gal the queen
5a3ea99b734d1d12b6753ea7,adi,nurit.d,lawyer,private teacher,FALSE,6746.18,Itay Gabay
5a3ea99b734d1d12b6753ea7,amit,Yossi,Proggrammer,lady,FALSE,552.74,bibi
5a3ea99b734d1d12b6753ea7,moti.m,amit,king,chinese medicine,FALSE,412.99,bibi
5a36cc6cdada7744b84a1a61,mirit.r,yael.d,private teacher,king,TRUE,9466.82,bibi
5a3ea99b734d1d12b6753ea7,adi,mirit.r,Engineer,private teacher,FALSE,8456.19,Moshe Moshe
5a3ea99b734d1d12b6753ea7,Yossi,amit,private teacher,Engineer,TRUE,9497.57,Itay Perel
5a3ea99b734d1d12b6753ea7,adi,gal,lady,sushi chef,TRUE,1849.01,kobi kobi
5a36cc6cdada7744b84a1a61,Yossi,moshe.p,Engineer,private teacher,FALSE,9953.92,Moshe Moshe
5a36cc6cdada7744b84a1a61,mirit.r,gal,Proggrammer,Engineer,TRUE,7571.66,Itay Perel
5a36cc6cdada7744b84a1a61,moshe.p,orit.d,Proggrammer,Engineer,TRUE,7770.54,Itay Gabay
5a3ea99b734d1d12b6753ea7,nurit.d,moshe.p,king,lawyer,TRUE,2911.58,Itay Gabay
5a3ea99b734d1d12b6753ea7,gal,Yossi,Proggrammer,lady,TRUE,9006.71,Itay Gabay
5a3ea99b734d1d12b6753ea7,matan,moshe.p,lady,sushi chef,TRUE,7372.15,bibi
5a36cc6cdada7744b84a1a61,orit.d,moshe.p,lawyer,private teacher,TRUE,2179.41,Moshe Moshe
5a36cc6cdada7744b84a1a61,orit.d,gal,Proggrammer,sushi chef,TRUE,8334.23,Itay Perel
5a36cc6cdada7744b84a1a61,nurit.d,Yossi,Engineer,Proggrammer,TRUE,3527.39,kobi kobi
5a36cc6cdada7744b84a1a61,matan,yfat.k,Proggrammer,lawyer,TRUE,9806.41,Itay Perel
5a36cc6cdada7744b84a1a61,mirit.r,amit,king,Proggrammer,FALSE,5545.98,Itay Perel
5a3ea99b734d1d12b6753ea7,moti.m,adi,lawyer,private teacher,FALSE,3921,kobi kobi
5a36cc6cdada7744b84a1a61,yael.d,david.ro,king,lady,TRUE,6411.85,Itay Gabay
5a36cc6cdada7744b84a1a61,moshe.p,nurit.d,private teacher,chinese medicine,FALSE,7431.63,Itay Gabay
5a36cc6cdada7744b84a1a61,matan,nurit.d,lady,lawyer,TRUE,9026.79,bibi
5a3ea99b734d1d12b6753ea7,Yossi,orit.d,Proggrammer,Engineer,TRUE,2513.1,kobi kobi
5a3ea99b734d1d12b6753ea7,Yossi,adi,sushi chef,king,FALSE,6172.46,kobi kobi
5a3ea99b734d1d12b6753ea7,nurit.d,efrat.a,sushi chef,lady,FALSE,760.04,Gal the queen
5a3ea99b734d1d12b6753ea7,mirit.r,matan,Engineer,lady,TRUE,9919.8,bibi
5a3ea99b734d1d12b6753ea7,matan,yael.d,sushi chef,private teacher,FALSE,6623.87,Moshe Moshe
5a36cc6cdada7744b84a1a61,moshe.p,adi,private teacher,lawyer,FALSE,4308.65,Itay Gabay
5a3ea99b734d1d12b6753ea7,amit,yael.d,sushi chef,private teacher,FALSE,7662.58,Itay Gabay
5a36cc6cdada7744b84a1a61,orit.d,Yossi,lady,lawyer,TRUE,4546.93,Moshe Moshe
5a3ea99b734d1d12b6753ea7,mirit.r,yael.d,lady,private teacher,TRUE,5462.38,Gal the queen
5a36cc6cdada7744b84a1a61,nurit.d,orit.d,Proggrammer,lawyer,FALSE,8612.64,kobi kobi
5a36cc6cdada7744b84a1a61,mirit.r,orit.d,king,lawyer,FALSE,2431.36,kobi kobi
5a36cc6cdada7744b84a1a61,gal,david.ro,lawyer,sushi chef,TRUE,6517.52,Moshe Moshe
5a3ea99b734d1d12b6753ea7,moti.m,yfat.k,sushi chef,lady,FALSE,297.22,Gal the queen
5a3ea99b734d1d12b6753ea7,gal,amit,Engineer,private teacher,FALSE,4589.25,Itay Gabay
5a36cc6cdada7744b84a1a61,david.ro,amit,sushi chef,lady,FALSE,1422.96,Itay Gabay
5a3ea99b734d1d12b6753ea7,adi,gal,private teacher,lady,TRUE,4552.99,bibi
5a3ea99b734d1d12b6753ea7,yael.d,gal,Proggrammer,Engineer,TRUE,5291,Itay Perel
5a3ea99b734d1d12b6753ea7,moshe.p,david.ro,sushi chef,chinese medicine,TRUE,3690.48,Gal the queen
5a36cc6cdada7744b84a1a61,david.ro,amit,king,Proggrammer,FALSE,3011.24,kobi kobi
5a36cc6cdada7744b84a1a61,moshe.p,david.ro,sushi chef,lawyer,FALSE,4693.67,kobi kobi
5a36cc6cdada7744b84a1a61,moti.m,amit,lawyer,Proggrammer,FALSE,3957.24,bibi
5a36cc6cdada7744b84a1a61,mirit.r,gal,private teacher,sushi chef,TRUE,2444.91,Moshe Moshe
5a36cc6cdada7744b84a1a61,orit.d,Yossi,sushi chef,lady,TRUE,8135.31,Gal the queen
5a36cc6cdada7744b84a1a61,moti.m,david.ro,private teacher,sushi chef,TRUE,5465.69,Moshe Moshe
5a3ea99b734d1d12b6753ea7,moti.m,efrat.a,lawyer,private teacher,FALSE,4692.22,Moshe Moshe
5a36cc6cdada7744b84a1a61,yael.d,amit,Engineer,sushi chef,TRUE,3131.03,Itay Perel
5a3ea99b734d1d12b6753ea7,yael.d,Yossi,sushi chef,private teacher,TRUE,9312.36,Gal the queen
5a3ea99b734d1d12b6753ea7,amit,matan,Engineer,private teacher,TRUE,896.76,Itay Gabay
5a36cc6cdada7744b84a1a61,nurit.d,yfat.k,Engineer,lawyer,TRUE,5101.24,Moshe Moshe
5a3ea99b734d1d12b6753ea7,david.ro,mirit.r,private teacher,Proggrammer,TRUE,7714.73,Itay Gabay
5a36cc6cdada7744b84a1a61,david.ro,gal,king,private teacher,TRUE,7234.24,Itay Gabay
5a3ea99b734d1d12b6753ea7,yael.d,mirit.r,king,Engineer,TRUE,4250.95,bibi
5a36cc6cdada7744b84a1a61,adi,Yossi,lady,sushi chef,TRUE,759.02,Moshe Moshe
5a36cc6cdada7744b84a1a61,mirit.r,nurit.d,king,chinese medicine,FALSE,6734.43,Itay Perel
5a3ea99b734d1d12b6753ea7,adi,mirit.r,king,lawyer,FALSE,4320.39,Itay Gabay
5a3ea99b734d1d12b6753ea7,gal,yael.d,lawyer,private teacher,TRUE,8053.99,Gal the queen
5a3ea99b734d1d12b6753ea7,moshe.p,yfat.k,lady,king,TRUE,6106.75,Moshe Moshe
5a36cc6cdada7744b84a1a61,orit.d,moshe.p,lady,chinese medicine,TRUE,4701.23,bibi
5a3ea99b734d1d12b6753ea7,david.ro,efrat.a,sushi chef,lawyer,FALSE,9197.67,Itay Perel
5a3ea99b734d1d12b6753ea7,moshe.p,moti.m,Proggrammer,Engineer,TRUE,3223.32,Itay Gabay
5a3ea99b734d1d12b6753ea7,Yossi,moshe.p,lady,lawyer,TRUE,9300.83,Gal the queen
5a3ea99b734d1d12b6753ea7,Yossi,david.ro,lady,private teacher,TRUE,5476.69,kobi kobi
5a3ea99b734d1d12b6753ea7,adi,matan,lady,Proggrammer,TRUE,2668.59,bibi
5a3ea99b734d1d12b6753ea7,gal,nurit.d,sushi chef,chinese medicine,FALSE,6227.1,bibi
5a36cc6cdada7744b84a1a61,mirit.r,david.ro,king,private teacher,FALSE,7392.27,bibi
5a3ea99b734d1d12b6753ea7,moti.m,yfat.k,private teacher,chinese medicine,FALSE,1006.59,Moshe Moshe
5a36cc6cdada7744b84a1a61,david.ro,matan,Proggrammer,Engineer,TRUE,4036.75,Itay Perel
5a3ea99b734d1d12b6753ea7,mirit.r,amit,sushi chef,lawyer,TRUE,8126.77,kobi kobi
5a3ea99b734d1d12b6753ea7,yfat.k,moti.m,lady,Proggrammer,TRUE,7428.53,Gal the queen
5a36cc6cdada7744b84a1a61,mirit.r,nurit.d,sushi chef,Engineer,TRUE,2308.4,bibi
5a3ea99b734d1d12b6753ea7,nurit.d,moti.m,sushi chef,lady,TRUE,4911.04,bibi
5a36cc6cdada7744b84a1a61,moshe.p,adi,Engineer,chinese medicine,FALSE,2399.17,Moshe Moshe
5a3ea99b734d1d12b6753ea7,orit.d,mirit.r,Engineer,lady,FALSE,3098.33,Gal the queen
5a36cc6cdada7744b84a1a61,yael.d,moshe.p,sushi chef,private teacher,FALSE,4612.2,bibi
5a3ea99b734d1d12b6753ea7,yfat.k,moshe.p,private teacher,king,FALSE,8899.32,Itay Perel
5a36cc6cdada7744b84a1a61,Yossi,yael.d,king,Proggrammer,FALSE,2894.14,Itay Gabay
5a3ea99b734d1d12b6753ea7,moshe.p,david.ro,lady,chinese medicine,TRUE,8057.74,Itay Perel
5a36cc6cdada7744b84a1a61,adi,amit,Engineer,lady,TRUE,7884.75,bibi
5a36cc6cdada7744b84a1a61,mirit.r,amit,lady,Engineer,TRUE,5316.2,kobi kobi
5a3ea99b734d1d12b6753ea7,matan,orit.d,sushi chef,Engineer,TRUE,4856.16,kobi kobi
5a3ea99b734d1d12b6753ea7,amit,efrat.a,lady,sushi chef,TRUE,1373.46,Gal the queen
5a36cc6cdada7744b84a1a61,orit.d,moti.m,Proggrammer,sushi chef,TRUE,8580.36,Itay Gabay
5a3ea99b734d1d12b6753ea7,moshe.p,david.ro,lawyer,king,FALSE,5414.21,Moshe Moshe
5a36cc6cdada7744b84a1a61,adi,orit.d,sushi chef,Engineer,TRUE,2971.71,Gal the queen
5a3ea99b734d1d12b6753ea7,david.ro,Yossi,lady,chinese medicine,TRUE,3874.64,kobi kobi
5a36cc6cdada7744b84a1a61,Yossi,gal,sushi chef,chinese medicine,TRUE,6086.1,bibi
5a3ea99b734d1d12b6753ea7,Yossi,adi,king,Proggrammer,TRUE,8311.91,Gal the queen
5a36cc6cdada7744b84a1a61,yael.d,moshe.p,king,lady,TRUE,7632.52,kobi kobi
5a3ea99b734d1d12b6753ea7,adi,moshe.p,king,lawyer,FALSE,6379.48,Gal the queen
5a36cc6cdada7744b84a1a61,amit,adi,Proggrammer,private teacher,TRUE,5595.45,Moshe Moshe
5a36cc6cdada7744b84a1a61,moshe.p,orit.d,lawyer,lady,FALSE,7723.7,Gal the queen
5a3ea99b734d1d12b6753ea7,david.ro,amit,lawyer,chinese medicine,FALSE,5551.74,Itay Gabay
5a3ea99b734d1d12b6753ea7,amit,nurit.d,private teacher,lawyer,TRUE,9726.35,Itay Gabay
5a3ea99b734d1d12b6753ea7,moshe.p,efrat.a,lawyer,Proggrammer,FALSE,9497.89,Itay Perel
5a36cc6cdada7744b84a1a61,adi,efrat.a,private teacher,lawyer,FALSE,6084.28,Gal the queen
5a3ea99b734d1d12b6753ea7,yfat.k,david.ro,sushi chef,king,FALSE,8477,Gal the queen
5a36cc6cdada7744b84a1a61,amit,moti.m,Engineer,chinese medicine,TRUE,7752.8,kobi kobi
5a36cc6cdada7744b84a1a61,david.ro,nurit.d,private teacher,king,TRUE,8873.72,bibi
5a36cc6cdada7744b84a1a61,matan,efrat.a,Proggrammer,king,FALSE,1458.07,bibi
5a36cc6cdada7744b84a1a61,nurit.d,david.ro,sushi chef,chinese medicine,TRUE,4597.82,kobi kobi
5a36cc6cdada7744b84a1a61,yfat.k,nurit.d,private teacher,chinese medicine,FALSE,1971.11,Itay Gabay
5a36cc6cdada7744b84a1a61,amit,nurit.d,king,chinese medicine,FALSE,5321.96,Itay Perel
5a36cc6cdada7744b84a1a61,adi,yael.d,lawyer,chinese medicine,FALSE,4645.81,Itay Perel
5a3ea99b734d1d12b6753ea7,david.ro,mirit.r,private teacher,Engineer,TRUE,1099.33,Itay Perel
5a3ea99b734d1d12b6753ea7,yfat.k,matan,sushi chef,chinese medicine,FALSE,7188.41,Itay Perel
5a36cc6cdada7744b84a1a61,Yossi,orit.d,private teacher,king,TRUE,3133.42,Moshe Moshe
5a3ea99b734d1d12b6753ea7,adi,yael.d,Proggrammer,sushi chef,TRUE,3331.06,kobi kobi
5a36cc6cdada7744b84a1a61,amit,adi,sushi chef,Proggrammer,TRUE,3543.4,Itay Perel
5a36cc6cdada7744b84a1a61,yfat.k,gal,king,sushi chef,TRUE,3583.62,bibi
5a36cc6cdada7744b84a1a61,nurit.d,amit,sushi chef,private teacher,TRUE,2594.86,Gal the queen
5a36cc6cdada7744b84a1a61,mirit.r,adi,lawyer,Proggrammer,FALSE,1793.06,Moshe Moshe
5a36cc6cdada7744b84a1a61,nurit.d,moti.m,Engineer,sushi chef,TRUE,1505.05,kobi kobi
5a3ea99b734d1d12b6753ea7,moshe.p,mirit.r,sushi chef,chinese medicine,FALSE,6093.14,Itay Perel
5a36cc6cdada7744b84a1a61,orit.d,amit,lawyer,private teacher,TRUE,227.34,kobi kobi
5a3ea99b734d1d12b6753ea7,adi,yfat.k,private teacher,sushi chef,TRUE,7117.21,Itay Perel
5a36cc6cdada7744b84a1a61,moti.m,moshe.p,private teacher,Engineer,TRUE,8414.36,Gal the queen
5a3ea99b734d1d12b6753ea7,moshe.p,yael.d,lady,private teacher,TRUE,5607.31,Moshe Moshe
5a3ea99b734d1d12b6753ea7,yfat.k,amit,sushi chef,private teacher,TRUE,4565.53,Itay Perel
5a3ea99b734d1d12b6753ea7,yael.d,moshe.p,private teacher,sushi chef,TRUE,7826.28,Gal the queen
5a36cc6cdada7744b84a1a61,yael.d,orit.d,Engineer,private teacher,FALSE,8042.69,Itay Perel
5a3ea99b734d1d12b6753ea7,yfat.k,orit.d,king,sushi chef,TRUE,8952.25,Itay Perel
5a36cc6cdada7744b84a1a61,yfat.k,mirit.r,lady,king,TRUE,269.4,Itay Perel
